EOF exit
category,size,count,time
free,2,1,11745
free,2,1,7717
free,2,1,5468
free,2,1,5083
free,2,1,4973
free,2,1,4863
free,2,1,4753
free,2,1,4643
free,2,1,4533
free,2,1,4313
free,2,1,4203
free,2,1,4093
free,2,1,3983
free,2,1,3873
free,2,1,3763
free,2,1,3543
free,2,1,3433
free,2,1,3323
free,2,1,3213
free,2,1,3103
free,2,1,2993
free,2,1,2883
free,2,1,2773
free,2,1,2663
free,2,1,2553
free,2,1,2443
free,2,1,2333
free,2,1,2223
free,2,1,2113
free,2,1,2003
free,2,1,1893
free,2,1,1783
free,2,1,1673
free,2,1,1377
free,2,1,752
free,2,1,642
free,2,1,532
free,2,1,422
free,2,1,40334
free,2,1,33078
free,2,1,32960
free,2,1,32522
free,2,1,32412
free,2,1,32302
free,2,1,32192
free,2,1,32082
free,2,1,30212
free,2,1,28342
free,2,1,23380
free,2,1,15973
free,2,1,8285
free,2,90,222
free,2,7,127
free,2,100,61
free,2,1,316
free,2,1,6829
free,2,1,6029
free,2,1,5911
free,2,1,5307
free,2,1,5037
free,2,1,4767
free,2,1,4227
free,2,1,3957
free,2,1,3839
free,2,1,3505
free,2,1,3235
free,2,1,2695
free,2,1,2425
free,2,1,1885
free,2,1,1615
free,2,1,1345
free,2,1,1075
free,2,1,535
free,2,1,265
free,2,1,441902
free,2,1,441632
free,2,1,441362
free,2,1,441092
free,2,1,440822
free,2,1,440552
free,2,1,440282
free,2,1,440012
free,2,1,439742
free,2,1,439472
free,2,1,439202
free,2,1,438932
free,2,1,438662
free,2,1,438392
free,2,1,438122
free,2,1,437852
free,2,1,437734
free,2,1,437004
free,2,1,58877
free,2,1,58759
free,2,1,58641
free,2,1,58523
free,2,1,58405
free,2,1,58287
free,2,1,58169
free,2,1,58051
free,2,1,57933
free,2,1,57815
free,2,1,57697
free,2,1,57579
free,2,1,57461
free,2,1,57343
free,2,1,57225
free,2,1,57107
free,2,1,56989
free,2,1,56871
free,2,1,56753
free,2,1,56635
free,2,1,56517
free,2,1,56399
free,2,1,56281
free,2,1,56163
free,2,1,56045
free,2,1,55927
free,2,1,55809
free,2,1,55691
free,2,1,55573
free,2,1,55455
free,2,1,55337
free,2,1,55219
free,2,1,55101
free,2,1,54983
free,2,1,54865
free,2,1,54747
free,2,1,54629
free,2,1,54511
free,2,1,54393
free,2,1,54275
free,2,1,54157
free,2,1,54039
free,2,1,53921
free,2,1,53803
free,2,1,53685
free,2,1,53567
free,2,1,53449
free,2,1,53331
free,2,1,53213
free,2,1,53095
free,2,1,52977
free,2,1,52859
free,2,1,52741
free,2,1,52623
free,2,1,52505
free,2,1,52387
free,2,1,52269
free,2,1,52151
free,2,1,52033
free,2,1,51915
free,2,1,51797
free,2,1,51679
free,2,1,51561
free,2,1,51443
free,2,1,51325
free,2,1,51207
free,2,1,51089
free,2,1,50971
free,2,1,50853
free,2,1,50735
free,2,1,50617
free,2,1,50499
free,2,1,50381
free,2,1,50263
free,2,1,50145
free,2,1,50027
free,2,1,49909
free,2,1,49791
free,2,1,49673
free,2,1,49555
free,2,1,49437
free,2,1,49319
free,2,1,49201
free,2,1,49083
free,2,1,48965
free,2,1,48847
free,2,1,48729
free,2,1,48611
free,2,1,48493
free,2,1,48375
free,2,1,48257
free,2,1,48139
free,2,1,48021
free,2,1,47903
free,2,1,47785
free,2,1,47667
free,2,1,47549
free,2,1,47431
free,2,1,47313
free,2,1,47195
free,2,1,47499
free,2,2,47077
free,2,2,46959
free,2,2,46841
free,2,2,46723
free,2,2,46605
free,2,2,46487
free,2,2,46369
free,2,2,46251
free,2,2,46133
free,2,2,46015
free,2,2,45897
free,2,2,45779
free,2,2,45661
free,2,2,45543
free,2,2,45425
free,2,2,45307
free,2,2,45189
free,2,2,45071
free,2,2,44953
free,2,2,44835
free,2,2,44717
free,2,2,44599
free,2,2,44481
free,2,2,44363
free,2,2,44245
free,2,2,44127
free,2,2,44009
free,2,2,43891
free,2,2,43773
free,2,2,43655
free,2,2,43537
free,2,2,43419
free,2,2,43301
free,2,2,43183
free,2,2,43065
free,2,2,42947
free,2,2,42829
free,2,2,42711
free,2,2,42593
free,2,2,42475
free,2,2,42357
free,2,2,42239
free,2,2,42121
free,2,2,42003
free,2,2,41885
free,2,2,41767
free,2,2,41649
free,2,2,41531
free,2,2,41413
free,2,2,41295
free,2,2,41177
free,2,2,41059
free,2,2,40941
free,2,2,40823
free,2,2,40705
free,2,2,40587
free,2,2,40469
free,2,2,40351
free,2,2,40233
free,2,2,40115
free,2,2,39997
free,2,2,39879
free,2,2,39761
free,2,2,39643
free,2,2,39525
free,2,2,39407
free,2,2,39289
free,2,2,39171
free,2,2,39053
free,2,2,38935
free,2,2,38817
free,2,2,38699
free,2,2,38581
free,2,2,38463
free,2,2,38345
free,2,2,38227
free,2,2,38109
free,2,2,37991
free,2,2,37873
free,2,2,37755
free,2,2,37637
free,2,2,37519
free,2,2,37401
free,2,2,37283
free,2,2,37165
free,2,2,37047
free,2,2,36929
free,2,2,36811
free,2,2,36693
free,2,2,36575
free,2,2,36457
free,2,2,36339
free,2,2,36221
free,2,2,36103
free,2,2,35985
free,2,2,35867
free,2,2,35749
free,2,2,35631
free,2,2,35513
free,2,2,35395
free,2,1,35699
free,2,3,35277
free,2,3,35159
free,2,3,35041
free,2,3,34923
free,2,3,34805
free,2,3,34687
free,2,3,34569
free,2,3,34451
free,2,3,34333
free,2,3,34215
free,2,3,34097
free,2,3,33979
free,2,3,33861
free,2,3,33743
free,2,3,33625
free,2,3,33507
free,2,3,33389
free,2,3,33271
free,2,3,33153
free,2,3,33035
free,2,3,32917
free,2,3,32799
free,2,3,32681
free,2,3,32563
free,2,3,32445
free,2,3,32327
free,2,3,32209
free,2,3,32091
free,2,3,31973
free,2,3,31855
free,2,3,31737
free,2,3,31619
free,2,3,31501
free,2,3,31383
free,2,3,31265
free,2,3,31147
free,2,3,31029
free,2,3,30911
free,2,3,30793
free,2,3,30675
free,2,3,30557
free,2,3,30439
free,2,3,30321
free,2,3,30203
free,2,3,30085
free,2,3,29967
free,2,3,29849
free,2,3,29731
free,2,3,29613
free,2,3,29495
free,2,3,29377
free,2,3,29259
free,2,3,29141
free,2,3,29023
free,2,3,28905
free,2,3,28787
free,2,3,28669
free,2,3,28551
free,2,3,28433
free,2,3,28315
free,2,3,28197
free,2,3,28079
free,2,3,27961
free,2,3,27843
free,2,3,27725
free,2,3,27607
free,2,3,27489
free,2,3,27371
free,2,3,27253
free,2,3,27135
free,2,3,27017
free,2,3,26899
free,2,3,26781
free,2,3,26663
free,2,3,26545
free,2,3,26427
free,2,3,26309
free,2,3,26191
free,2,3,26073
free,2,3,25955
free,2,3,25837
free,2,3,25719
free,2,3,25601
free,2,3,25483
free,2,3,25365
free,2,3,25247
free,2,3,25129
free,2,3,25011
free,2,3,24893
free,2,3,24775
free,2,3,24657
free,2,3,24539
free,2,3,24421
free,2,3,24303
free,2,3,24185
free,2,3,24067
free,2,3,23949
free,2,3,23831
free,2,3,23713
free,2,3,23595
free,2,1,23907
free,2,4,23477
free,2,4,23359
free,2,4,23241
free,2,4,23123
free,2,4,23005
free,2,4,22887
free,2,4,22769
free,2,4,22651
free,2,4,22533
free,2,4,22415
free,2,4,22297
free,2,4,22179
free,2,4,22061
free,2,4,21943
free,2,4,21825
free,2,4,21707
free,2,4,21589
free,2,4,21471
free,2,4,21353
free,2,4,21235
free,2,4,21117
free,2,4,20999
free,2,4,20881
free,2,4,20763
free,2,4,20645
free,2,4,20527
free,2,4,20409
free,2,4,20291
free,2,4,20173
free,2,4,20055
free,2,4,19937
free,2,4,19819
free,2,4,19701
free,2,4,19583
free,2,4,19465
free,2,4,19347
free,2,4,19229
free,2,4,19111
free,2,4,18993
free,2,4,18875
free,2,4,18757
free,2,4,18639
free,2,4,18521
free,2,4,18403
free,2,4,18285
free,2,4,18167
free,2,4,18049
free,2,4,17931
free,2,4,17813
free,2,4,17695
free,2,4,17577
free,2,4,17459
free,2,4,17341
free,2,4,17223
free,2,4,17105
free,2,4,16987
free,2,4,16869
free,2,4,16751
free,2,4,16633
free,2,4,16515
free,2,4,16397
free,2,4,16279
free,2,4,16161
free,2,4,16043
free,2,4,15925
free,2,4,15807
free,2,4,15689
free,2,4,15571
free,2,4,15453
free,2,4,15335
free,2,4,15217
free,2,4,15099
free,2,4,14981
free,2,4,14863
free,2,4,14745
free,2,4,14627
free,2,4,14509
free,2,4,14391
free,2,4,14273
free,2,4,14155
free,2,4,14037
free,2,4,13919
free,2,4,13801
free,2,4,13683
free,2,4,13565
free,2,4,13447
free,2,4,13329
free,2,4,13211
free,2,4,13093
free,2,4,12975
free,2,4,12857
free,2,4,12739
free,2,4,12621
free,2,4,12503
free,2,4,12385
free,2,4,12267
free,2,4,12149
free,2,4,12031
free,2,4,11913
free,2,4,11795
free,2,1,12107
free,2,5,11677
free,2,5,11559
free,2,5,11441
free,2,5,11323
free,2,5,11205
